Using cuda device
Logging to runs/wwk62dpb/PPO_1
wandb: WARNING When using several event log directories, please call `wandb.tensorboard.patch(root_logdir="...")` before `wandb.init`
---------------------------------
| rollout/           |          |
| train/                  |            |
|    approx_kl            | 0.10752258 |
|    clip_fraction        | 0.135      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.326     |
|    explained_variance   | 0.651      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0359    |
|    n_updates            | 920        |
|    policy_gradient_loss | -0.0203    |
|    value_loss           | 0.00129    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 14.7       |
|    ep_rew_mean          | 0.492      |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 94         |
|    time_elapsed         | 1913       |
|    total_timesteps      | 1540096    |
| train/                  |            |
|    approx_kl            | 0.04229318 |
|    clip_fraction        | 0.141      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.271     |
|    explained_variance   | 0.834      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0551    |
|    n_updates            | 930        |
|    policy_gradient_loss | -0.00974   |
|    value_loss           | 8.04e-05   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 11.1       |
|    ep_rew_mean          | 0.605      |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 95         |
|    time_elapsed         | 1934       |
|    total_timesteps      | 1556480    |
| train/                  |            |
|    approx_kl            | 0.06696586 |
|    clip_fraction        | 0.192      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.688     |
|    explained_variance   | 0.617      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0137    |
|    n_updates            | 940        |
|    policy_gradient_loss | -0.02      |
|    value_loss           | 0.0166     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.4        |
|    ep_rew_mean          | 0.579       |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 96          |
|    time_elapsed         | 1954        |
|    total_timesteps      | 1572864     |
| train/                  |             |
|    approx_kl            | 0.056362666 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.431      |
|    explained_variance   | 0.654       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0385     |
|    n_updates            | 950         |
|    policy_gradient_loss | -0.0167     |
|    value_loss           | 0.00508     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 10.7       |
|    ep_rew_mean          | 0.62       |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 97         |
|    time_elapsed         | 1974       |
|    total_timesteps      | 1589248    |
| train/                  |            |
|    approx_kl            | 0.07200107 |
|    clip_fraction        | 0.265      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.666     |
|    explained_variance   | 0.751      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.056     |
|    n_updates            | 960        |
|    policy_gradient_loss | -0.0303    |
|    value_loss           | 0.00176    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 10.1        |
|    ep_rew_mean          | 0.623       |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 98          |
|    time_elapsed         | 1995        |
|    total_timesteps      | 1605632     |
| train/                  |             |
|    approx_kl            | 0.044756282 |
|    clip_fraction        | 0.0915      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.295      |
|    explained_variance   | 0.797       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00751     |
|    n_updates            | 970         |
|    policy_gradient_loss | -0.00793    |
|    value_loss           | 0.000732    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11          |
|    ep_rew_mean          | 0.614       |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 99          |
|    time_elapsed         | 2016        |
|    total_timesteps      | 1622016     |
| train/                  |             |
|    approx_kl            | 0.028512027 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.257      |
|    explained_variance   | 0.719       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0393     |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.0222     |
|    value_loss           | 0.000285    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 13.1       |
|    ep_rew_mean          | 0.586      |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 100        |
|    time_elapsed         | 2037       |
|    total_timesteps      | 1638400    |
| train/                  |            |
|    approx_kl            | 0.04649104 |
|    clip_fraction        | 0.254      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.467     |
|    explained_variance   | 0.219      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0388    |
|    n_updates            | 990        |
|    policy_gradient_loss | -0.0166    |
|    value_loss           | 0.00139    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 10.6       |
|    ep_rew_mean          | 0.626      |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 101        |
|    time_elapsed         | 2057       |
|    total_timesteps      | 1654784    |
| train/                  |            |
|    approx_kl            | 0.03560745 |
|    clip_fraction        | 0.196      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.644     |
|    explained_variance   | 0.744      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0194    |
|    n_updates            | 1000       |
|    policy_gradient_loss | -0.026     |
|    value_loss           | 0.00348    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 10.4       |
|    ep_rew_mean          | 0.626      |
| time/                   |            |
|    fps                  | 803        |
|    iterations           | 102        |
|    time_elapsed         | 2078       |
|    total_timesteps      | 1671168    |
| train/                  |            |
|    approx_kl            | 0.06623538 |
|    clip_fraction        | 0.207      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.413     |
|    explained_variance   | 0.716      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0297    |
|    n_updates            | 1010       |
|    policy_gradient_loss | -0.00261   |
|    value_loss           | 0.00108    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.9        |
|    ep_rew_mean          | 0.605       |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 103         |
|    time_elapsed         | 2098        |
|    total_timesteps      | 1687552     |
| train/                  |             |
|    approx_kl            | 0.033315815 |
|    clip_fraction        | 0.199       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.358      |
|    explained_variance   | 0.668       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0245     |
|    n_updates            | 1020        |
|    policy_gradient_loss | 0.00891     |
|    value_loss           | 0.000372    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 10.6       |
|    ep_rew_mean          | 0.624      |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 104        |
|    time_elapsed         | 2118       |
|    total_timesteps      | 1703936    |
| train/                  |            |
|    approx_kl            | 0.03619252 |
|    clip_fraction        | 0.179      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.527     |
|    explained_variance   | 0.689      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0133     |
|    n_updates            | 1030       |
|    policy_gradient_loss | -0.0195    |
|    value_loss           | 0.00221    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.9        |
|    ep_rew_mean          | 0.609       |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 105         |
|    time_elapsed         | 2139        |
|    total_timesteps      | 1720320     |
| train/                  |             |
|    approx_kl            | 0.056430608 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.382      |
|    explained_variance   | 0.674       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.012       |
|    n_updates            | 1040        |
|    policy_gradient_loss | 0.00196     |
|    value_loss           | 0.000714    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 11         |
|    ep_rew_mean          | 0.628      |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 106        |
|    time_elapsed         | 2160       |
|    total_timesteps      | 1736704    |
| train/                  |            |
|    approx_kl            | 0.03394869 |
|    clip_fraction        | 0.18       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.505     |
|    explained_variance   | 0.553      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0329    |
|    n_updates            | 1050       |
|    policy_gradient_loss | -0.0247    |
|    value_loss           | 0.00106    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 10.7        |
|    ep_rew_mean          | 0.653       |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 107         |
|    time_elapsed         | 2179        |
|    total_timesteps      | 1753088     |
| train/                  |             |
|    approx_kl            | 0.031423934 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.431      |
|    explained_variance   | 0.701       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0247     |
|    n_updates            | 1060        |
|    policy_gradient_loss | -0.0365     |
|    value_loss           | 0.000924    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 10.6       |
|    ep_rew_mean          | 0.67       |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 108        |
|    time_elapsed         | 2199       |
|    total_timesteps      | 1769472    |
| train/                  |            |
|    approx_kl            | 0.04176479 |
|    clip_fraction        | 0.199      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.33      |
|    explained_variance   | 0.775      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0783    |
|    n_updates            | 1070       |
|    policy_gradient_loss | -0.0364    |
|    value_loss           | 0.000708   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 12.4       |
|    ep_rew_mean          | 0.67       |
| time/                   |            |
|    fps                  | 804        |
|    iterations           | 109        |
|    time_elapsed         | 2218       |
|    total_timesteps      | 1785856    |
| train/                  |            |
|    approx_kl            | 0.02860989 |
|    clip_fraction        | 0.184      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.309     |
|    explained_variance   | 0.766      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0441    |
|    n_updates            | 1080       |
|    policy_gradient_loss | -0.0278    |
|    value_loss           | 0.000987   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.2        |
|    ep_rew_mean          | 0.704       |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 110         |
|    time_elapsed         | 2239        |
|    total_timesteps      | 1802240     |
| train/                  |             |
|    approx_kl            | 0.046226896 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.422      |
|    explained_variance   | 0.62        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0535     |
|    n_updates            | 1090        |
|    policy_gradient_loss | -0.0209     |
|    value_loss           | 0.00267     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.6        |
|    ep_rew_mean          | 0.726       |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 111         |
|    time_elapsed         | 2259        |
|    total_timesteps      | 1818624     |
| train/                  |             |
|    approx_kl            | 0.056788184 |
|    clip_fraction        | 0.213       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.321      |
|    explained_variance   | 0.774       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0424     |
|    n_updates            | 1100        |
|    policy_gradient_loss | -0.0325     |
|    value_loss           | 0.00135     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.1        |
|    ep_rew_mean          | 0.721       |
| time/                   |             |
|    fps                  | 805         |
|    iterations           | 112         |
|    time_elapsed         | 2278        |
|    total_timesteps      | 1835008     |
| train/                  |             |
|    approx_kl            | 0.048642717 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.302      |
|    explained_variance   | 0.7         |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0408     |
|    n_updates            | 1110        |
|    policy_gradient_loss | -0.0213     |
|    value_loss           | 0.00112     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.4        |
|    ep_rew_mean          | 0.749       |
| time/                   |             |
|    fps                  | 805         |
|    iterations           | 113         |
|    time_elapsed         | 2299        |
|    total_timesteps      | 1851392     |
| train/                  |             |
|    approx_kl            | 0.013470078 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.373      |
|    explained_variance   | 0.676       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0206      |
|    n_updates            | 1120        |
|    policy_gradient_loss | -0.0136     |
|    value_loss           | 0.00286     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.8        |
|    ep_rew_mean          | 0.763       |
| time/                   |             |
|    fps                  | 805         |
|    iterations           | 114         |
|    time_elapsed         | 2318        |
|    total_timesteps      | 1867776     |
| train/                  |             |
|    approx_kl            | 0.053986974 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.33       |
|    explained_variance   | 0.653       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0304     |
|    n_updates            | 1130        |
|    policy_gradient_loss | -0.0265     |
|    value_loss           | 0.000843    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.1        |
|    ep_rew_mean          | 0.786       |
| time/                   |             |
|    fps                  | 805         |
|    iterations           | 115         |
|    time_elapsed         | 2338        |
|    total_timesteps      | 1884160     |
| train/                  |             |
|    approx_kl            | 0.057831813 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.333      |
|    explained_variance   | 0.761       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.024      |
|    n_updates            | 1140        |
|    policy_gradient_loss | -0.0187     |
|    value_loss           | 0.00444     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 13.5       |
|    ep_rew_mean          | 0.696      |
| time/                   |            |
|    fps                  | 806        |
|    iterations           | 116        |
|    time_elapsed         | 2357       |
|    total_timesteps      | 1900544    |
| train/                  |            |
|    approx_kl            | 0.08144364 |
|    clip_fraction        | 0.25       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.31      |
|    explained_variance   | 0.722      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0616    |
|    n_updates            | 1150       |
|    policy_gradient_loss | 0.124      |
|    value_loss           | 0.00079    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 16.1       |
|    ep_rew_mean          | 0.649      |
| time/                   |            |
|    fps                  | 806        |
|    iterations           | 117        |
|    time_elapsed         | 2377       |
|    total_timesteps      | 1916928    |
| train/                  |            |
|    approx_kl            | 0.03232162 |
|    clip_fraction        | 0.233      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.571     |
|    explained_variance   | 0.701      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0231    |
|    n_updates            | 1160       |
|    policy_gradient_loss | -0.0256    |
|    value_loss           | 0.00953    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12          |
|    ep_rew_mean          | 0.745       |
| time/                   |             |
|    fps                  | 806         |
|    iterations           | 118         |
|    time_elapsed         | 2397        |
|    total_timesteps      | 1933312     |
| train/                  |             |
|    approx_kl            | 0.035779353 |
|    clip_fraction        | 0.229       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.66       |
|    explained_variance   | 0.739       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0245     |
|    n_updates            | 1170        |
|    policy_gradient_loss | -0.0169     |
|    value_loss           | 0.0123      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12          |
|    ep_rew_mean          | 0.751       |
| time/                   |             |
|    fps                  | 806         |
|    iterations           | 119         |
|    time_elapsed         | 2417        |
|    total_timesteps      | 1949696     |
| train/                  |             |
|    approx_kl            | 0.049537238 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.409      |
|    explained_variance   | 0.723       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0121     |
|    n_updates            | 1180        |
|    policy_gradient_loss | -0.0164     |
|    value_loss           | 0.00315     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.7        |
|    ep_rew_mean          | 0.764       |
| time/                   |             |
|    fps                  | 806         |
|    iterations           | 120         |
|    time_elapsed         | 2438        |
|    total_timesteps      | 1966080     |
| train/                  |             |
|    approx_kl            | 0.029753748 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.453      |
|    explained_variance   | 0.636       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0141     |
|    n_updates            | 1190        |
|    policy_gradient_loss | -0.022      |
|    value_loss           | 0.00625     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 11         |
|    ep_rew_mean          | 0.787      |
| time/                   |            |
|    fps                  | 806        |
|    iterations           | 121        |
|    time_elapsed         | 2457       |
|    total_timesteps      | 1982464    |
| train/                  |            |
|    approx_kl            | 0.04686059 |
|    clip_fraction        | 0.105      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.305     |
|    explained_variance   | 0.639      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0419    |
|    n_updates            | 1200       |
|    policy_gradient_loss | -0.0206    |
|    value_loss           | 0.00234    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 12.5       |
|    ep_rew_mean          | 0.774      |
| time/                   |            |
|    fps                  | 807        |
|    iterations           | 122        |
|    time_elapsed         | 2476       |
|    total_timesteps      | 1998848    |
| train/                  |            |
|    approx_kl            | 0.07420479 |
|    clip_fraction        | 0.174      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.297     |
|    explained_variance   | 0.788      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.151      |
|    n_updates            | 1210       |
|    policy_gradient_loss | 0.0133     |
|    value_loss           | 0.000702   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.6        |
|    ep_rew_mean          | 0.786       |
| time/                   |             |
|    fps                  | 807         |
|    iterations           | 123         |
|    time_elapsed         | 2496        |
|    total_timesteps      | 2015232     |
| train/                  |             |
|    approx_kl            | 0.025838647 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.415      |
|    explained_variance   | 0.745       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00871     |
|    n_updates            | 1220        |
|    policy_gradient_loss | -0.0174     |
|    value_loss           | 0.00211     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 11.3       |
|    ep_rew_mean          | 0.78       |
| time/                   |            |
|    fps                  | 807        |
|    iterations           | 124        |
|    time_elapsed         | 2517       |
|    total_timesteps      | 2031616    |
| train/                  |            |
|    approx_kl            | 0.04177966 |
|    clip_fraction        | 0.172      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.358     |
|    explained_variance   | 0.735      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0287    |
|    n_updates            | 1230       |
|    policy_gradient_loss | -0.0102    |
|    value_loss           | 0.000622   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.1        |
|    ep_rew_mean          | 0.783       |
| time/                   |             |
|    fps                  | 807         |
|    iterations           | 125         |
|    time_elapsed         | 2536        |
|    total_timesteps      | 2048000     |
| train/                  |             |
|    approx_kl            | 0.014456663 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.363      |
|    explained_variance   | 0.672       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0249     |
|    n_updates            | 1240        |
|    policy_gradient_loss | -0.00988    |
|    value_loss           | 0.000439    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.2        |
|    ep_rew_mean          | 0.76        |
| time/                   |             |
|    fps                  | 807         |
|    iterations           | 126         |
|    time_elapsed         | 2557        |
|    total_timesteps      | 2064384     |
| train/                  |             |
|    approx_kl            | 0.053552374 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.347      |
|    explained_variance   | 0.757       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000327   |
|    n_updates            | 1250        |
|    policy_gradient_loss | -0.0153     |
|    value_loss           | 0.000851    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.2        |
|    ep_rew_mean          | 0.752       |
| time/                   |             |
|    fps                  | 807         |
|    iterations           | 127         |
|    time_elapsed         | 2576        |
|    total_timesteps      | 2080768     |
| train/                  |             |
|    approx_kl            | 0.047777034 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.384      |
|    explained_variance   | 0.876       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0362     |
|    n_updates            | 1260        |
|    policy_gradient_loss | -0.0201     |
|    value_loss           | 0.00403     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.2        |
|    ep_rew_mean          | 0.779       |
| time/                   |             |
|    fps                  | 807         |
|    iterations           | 128         |
|    time_elapsed         | 2595        |
|    total_timesteps      | 2097152     |
| train/                  |             |
|    approx_kl            | 0.059136186 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.427      |
|    explained_variance   | 0.621       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0314     |
|    n_updates            | 1270        |
|    policy_gradient_loss | -0.0232     |
|    value_loss           | 0.00645     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.4        |
|    ep_rew_mean          | 0.777       |
| time/                   |             |
|    fps                  | 807         |
|    iterations           | 129         |
|    time_elapsed         | 2616        |
|    total_timesteps      | 2113536     |
| train/                  |             |
|    approx_kl            | 0.031521834 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.418      |
|    explained_variance   | 0.741       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0636     |
|    n_updates            | 1280        |
|    policy_gradient_loss | -0.00791    |
|    value_loss           | 0.000737    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.2        |
|    ep_rew_mean          | 0.785       |
| time/                   |             |
|    fps                  | 807         |
|    iterations           | 130         |
|    time_elapsed         | 2636        |
|    total_timesteps      | 2129920     |
| train/                  |             |
|    approx_kl            | 0.022467557 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.397      |
|    explained_variance   | 0.738       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0173     |
|    n_updates            | 1290        |
|    policy_gradient_loss | -0.0183     |
|    value_loss           | 0.00113     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.2        |
|    ep_rew_mean          | 0.789       |
| time/                   |             |
|    fps                  | 808         |
|    iterations           | 131         |
|    time_elapsed         | 2654        |
|    total_timesteps      | 2146304     |
| train/                  |             |
|    approx_kl            | 0.033638608 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.341      |
|    explained_variance   | 0.787       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0302     |
|    n_updates            | 1300        |
|    policy_gradient_loss | -0.0123     |
|    value_loss           | 0.000494    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.7        |
|    ep_rew_mean          | 0.724       |
| time/                   |             |
|    fps                  | 808         |
|    iterations           | 132         |
|    time_elapsed         | 2674        |
|    total_timesteps      | 2162688     |
| train/                  |             |
|    approx_kl            | 0.043187667 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.387      |
|    explained_variance   | 0.882       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0108     |
|    n_updates            | 1310        |
|    policy_gradient_loss | 0.103       |
|    value_loss           | 7.43e-05    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 11.1       |
|    ep_rew_mean          | 0.782      |
| time/                   |            |
|    fps                  | 808        |
|    iterations           | 133        |
|    time_elapsed         | 2694       |
|    total_timesteps      | 2179072    |
| train/                  |            |
|    approx_kl            | 0.04277769 |
|    clip_fraction        | 0.265      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.603     |
|    explained_variance   | 0.678      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0336    |
|    n_updates            | 1320       |
|    policy_gradient_loss | -0.0317    |
|    value_loss           | 0.0118     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.5        |
|    ep_rew_mean          | 0.715       |
| time/                   |             |
|    fps                  | 808         |
|    iterations           | 134         |
|    time_elapsed         | 2713        |
|    total_timesteps      | 2195456     |
| train/                  |             |
|    approx_kl            | 0.027896773 |
|    clip_fraction        | 0.19        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.515      |
|    explained_variance   | 0.693       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0401     |
|    n_updates            | 1330        |
|    policy_gradient_loss | -0.0201     |
|    value_loss           | 0.00139     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.3        |
|    ep_rew_mean          | 0.763       |
| time/                   |             |
|    fps                  | 808         |
|    iterations           | 135         |
|    time_elapsed         | 2734        |
|    total_timesteps      | 2211840     |
| train/                  |             |
|    approx_kl            | 0.029854104 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.55       |
|    explained_variance   | 0.455       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0285     |
|    n_updates            | 1340        |
|    policy_gradient_loss | -0.0267     |
|    value_loss           | 0.00544     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 11.3       |
|    ep_rew_mean          | 0.777      |
| time/                   |            |
|    fps                  | 809        |
|    iterations           | 136        |
|    time_elapsed         | 2752       |
|    total_timesteps      | 2228224    |
| train/                  |            |
|    approx_kl            | 0.05198738 |
|    clip_fraction        | 0.2        |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.47      |
|    explained_variance   | 0.755      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0153    |
|    n_updates            | 1350       |
|    policy_gradient_loss | -0.0295    |
|    value_loss           | 0.00454    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 18.4        |
|    ep_rew_mean          | 0.603       |
| time/                   |             |
|    fps                  | 809         |
|    iterations           | 137         |
|    time_elapsed         | 2773        |
|    total_timesteps      | 2244608     |
| train/                  |             |
|    approx_kl            | 0.078814775 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.416      |
|    explained_variance   | 0.617       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0394     |
|    n_updates            | 1360        |
|    policy_gradient_loss | -0.0158     |
|    value_loss           | 0.0012      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.4        |
|    ep_rew_mean          | 0.778       |
| time/                   |             |
|    fps                  | 809         |
|    iterations           | 138         |
|    time_elapsed         | 2794        |
|    total_timesteps      | 2260992     |
| train/                  |             |
|    approx_kl            | 0.095031954 |
|    clip_fraction        | 0.321       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.761      |
|    explained_variance   | 0.63        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0305     |
|    n_updates            | 1370        |
|    policy_gradient_loss | -0.0432     |
|    value_loss           | 0.0167      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 11.6       |
